Question,Answer,Category
"Dokter, bayi saya berumur 7 bulan, Mata merah, lendir hidung susah keluar dan demam, apakah perlu nasal spray dok untuk penyembuhannya.mohon petunjuknya, trimakasih","Mata kemerahan, hidung berlendir, disertai demam pada bayi paling sering muncul akibat:

Peradangan di mata (seperti konjungtivitis, uveitis, keratitis, blefaritis)
Peradangan di rongga hidung atau sinus (rhinitis, sinusitis)
Peradangan di saluran pernapasan lainnya, misalnya faringitis, laringitis, bronkhitis, dan sebagainya
Sejatinya, penggunaan spray untuk mengirigasi hidung tidak dilarang dilakukan pada bayi usia 7 bulan, asalkan ia sudah mampu mengatur pernapasan dan refleks batuknya dengan baik. Namun, pastikan Anda benarbenar berhatihati saat melakukan irigasi hidung pada bayi, agar tidak membuatnya tersedak. Gunakanlah spray hidung yang bahannya aman bagi bayi (seperti cairan NaCl 0,9%). Adapun caranya, Anda bisa mempelajarinya dari tautan berikut.

Di samping mengirigasi hidung, keluhan bayi Anda sepatutnya diatasi juga dengan:

Jauhkan bayi dari dingin, udara kering, asap, debu, dan hal lain yang membuatnya alergi
Seringsering menyusuinya dan berkontak fisik skin to skin dengannya
Jauhkan bayi dari orang yang sedang sakit menular
Mandikan bayi dengan air hangat
Jangan gunakan AC dan kipas angin terlalu dingin di sekitar bayi
Biarkan bayi banyak beristirahat di rumah, tidak dulu membawanya bepergian ke tempat umum tanpa alasan mendesak
Jemur bayi di bawah sinar matahari pagi agar lendir hidungnya mencair dan mudah dikeluarkan
Namun, jika keluhan tidak kunjung sembuh dalam 13 hari ke depan, baiknya periksakanlah bayi Anda langsung ke dokter untuk mendapat penanganan optimal ya..

Semoga membantu.",kesehatananak
"Selamat siang dokter, bayi saya berumur 3 bulan punya benjolan lunak di kepala bagian atas, tidak sakit saat disentuh dan benjolannya tidak bertambah besar dan tidak mengecil juga, kirakira sebesar kelereng. cara menghilangkan benjolan lunak di kepala bayi ini bagaimana ya dok? saya khawatir ini bahaya dok,","Benjolan lunak berukuran sebesar kelereng di kepala atas bayi usia 3 bulan kemungkinan pemicunya ada banyak, bisa jadi berbahaya, bisa juga tidak, contohnya:

Infeksi, seperti folikulitis, kutil, abses
Tumor jinak, seperti lipoma, hemangioma, kista sebasea, skin tag
Keloid (jaringan parut yang terbentuk berlebihan pasca luka atau radang)
Faktor lain, seperti pasca cidera, kanker, nevus, dan sebagainya
Mengevaluasi potensi bahaya benjolan di kepala bayi Anda tidak bisa sembarangan. Butuh pemeriksaan fisik seksama atau terkadang juga tes penunjang seperti rontgen atau biopsi. Sebab itu, jika benjolan muncul sudah lama, tidak ada salahnya diperiksakan langsung ke dokter sebelum diberikan obat apapun ya..

Saat ini, lebih tepat bagi Anda untuk lebih disiplin menjaga kebersihan kepala bayi Anda serta tidak sembarangan memencet atau menusuk benjolan di kepalanya.

Semoga membantu.",kesehatananak
Bayi saya usianya 7 bulan jika belum bisa duduk dan merangkak itu masih kategori normal gak ya dokter?,"Merangkak merupakan fase dalam tumbuh kembang bayi yang dimana merangkak mampu melatih otototot sekitar tangan dan juga kaki si kecil. Selain itu fase merangkak ada hubungannya dengan kemampuan anak dalam menjaga keseimbangan tubuhnya dan meningkatkan kemampuan motorik. Secara garis besar fase merangkak terjadi saat bayi berusia 610 bulan dimana merangkak dapat di mulai dengan posisi seperti belajar menungging lalu bayi akan mengoordinasikan kedua lengan dan lututnya.

Pada usia 6 hingga 7 bulan umumnya bayi sudah mengangkat babdan serta pantatnya menggunakan kedua tangan dan kaki sebagai penopang disaat itu juga bayi berancangancang mulai merangkak, lalu sekitar 810 bulan bayi biasanya sudah dapat merangkak dengan sendirinya. Jadi di usia 7 bulan hal normal jika bayi belum merangkak masih memulai atau proses ya ibu jadi ibu tidak perlu kahwatir.

Semoga dapat membantu",kesehatananak
"Alodokter, Anak saya baru umur 3 minggu 2 hari,mata nya kuning dan badannya kuning. Saya sudah menjemur dibawah sinar matahari pagi sekitar 15 sampai 20 menit setiap hari, dan juga dia nyusunya sangat kuat. jika rutin menjemur bayi, ciri bayi kuning sudah sembuh gimana ya dokter?","
Kuning pada bayi baru lahir biasanya wajar jika terjadinya saat usia bayi lebih dari 1 hari namun masih kurang dari 2 minggu. Penyebab kuningnya bayi ini utamanya adalah karena kadar bilirubin yang tinggi, misalnya akibat terlahir prematur, tidak mendapat cukup ASI, inkompatibilitas golongan darah, hingga efek samping pengobatan. Namun terkadang, ada juga bayi yang kuning tubuhnya dikarenakan hal lain, misalnya atresia bilier, hepatitis, sepsis, meningitis, cystic fibrosis, anemia hemolitik, anemia sel sabit, hipoksia, atau kelainan genetik tertentu. Nah, pada kasuskasus seperti ini, umumnya kuning pada bayi bisa muncul lebih awal, atau justru bertahan lebih lama, dan membuat bayi tampak lemas, kesulitan menyusu, kejang, atau mengalami beragam gejala berat lainnya.

Menyikapi kondisi bayi Anda, mengingat kuningnya bertahan hingga lebih dari 2 minggu, meski ia masih menyusu dengan kuat, sebaiknya Anda tetap waspada dan periksakan langsung ia ke dokter agar dilakukan evaluasi yang lebih obyektif, misalnya lewat tes darah, USG, dan sebagainya. Tergantung penyebabnya, kondisi bayi Anda nantinya bisa ditangani secara berbeda. Sembuh atau belumnya bayi Anda nantinya bisa juga dievaluasi melalui serangkaian pemeriksaan di atas.

Sembari itu, Anda bisa menyusui bayi Anda ASI lebih sering, usahakan ia mendapatkan asupan foremilk dan hindmilk secara seimbang, lebih rajin juga menjemur bayi di bawah sinar matahari pagi, serta jangan dulu sembarangan memberinya obat atau herba selain dari dokter.",kesehatananak
"Dokter bayi saya usia 9 bulan, menangis gak berhentihenti, tangan kaki dingin, wajah nampak lemas dan pucat. badan tidak demam dok, tidak batuk pilek juga, namun perutnya kembung, tidak mencret juga dok. Apakah yg saya sebutkan tadi ciri ciri bayi sakit perut dan cara mengatasinya?","Bayi yang menangis tanpa henti, hingga tangan dan kakinya dingin, pucat, lemas, dan perutnya kembung besar kemungkinan menandakan ia mengalami kolik. Penyebab kolik abdomen ini bisa banyak, seringnya karena:

Gangguan saluran pencernaan, seperti penumpukan gas, gastroenteritis, keracunan makanan, intoleransi laktosa, intususepsi, volvulus, alergi makanan, sindrom iritasi usus, dispepsia
Gangguan saluran kemih, seperti sistitis, uretritis
Kram otot, dan sebagainya
Bukan cuma kolik abdomen, keluhan yang bayi Anda alami mungkin juga muncul karena faktor lain, misalnya overstimulation (stimulasi berlebih), kurang tidur, lingkungan yang tidak nyaman, tersedak benda asing, gangguan jantung, dan sebagainya.

Jika keluhan bayi Anda terjadinya sudah lama, sebaiknya Anda tidak membiarkannya. Periksakan ia langsung ke dokter agar dievaluasi lebih obyektif penyebab keluhannya, lantas diberikan penanganan terbaiknya. Tes urin, rontgen, hingga USG bisa dokter lakukan nantinya jika dirasa perlu.

Sembari itu, Anda bisa lakukan dulu:

Tetap tenang, tidak panik berlebihan
Kompres hangat perutnya yang kembung, jangan diurut berlebihan
Susui bayi Anda ASI hingga usianya genap 2 tahun, jangan terburu ditambahkan susu lain dan dairy product berlebihan
Berikan bayi Anda MPASI yang mudah dicernanya, namun jangan mengandung banyak gas dan serat tak larut
Biarkan bayi tidur cukup
Kondisikan lingkungan sekitar bayi agar nyaman
Semoga membantu ya..",kesehatananak
"Alodokter, Babyku usia 2 bulan, sdh 3 hri babyku buang air yg bentuknya tdk sperti biasanya. Fesesnya cair, berwarna kuning hampir oranye, berbutir sdikit dan berlendir. apakah itu ciriciri bayi saya mengalami diare dokter?","Feses bayi yang cair, berwarna kuningoranye, dan mengandung lendir bisa dikatakan diare jika keluar lebih dari 3 kali dalam sehari. Penyebab kondisi ini utamanya karena gangguan pencernaan, misalnya gastroenteritis, intoleransi laktosa, keracunan makanan, alergi makanan, penyakit Crohn, sindrom iritasi usus, dan sebagainya. Selain perubahan feses, beragam gangguan pencernaan ini bisa juga membuat bayi mengalami keluhan lain, seperti kembung, kolik, malas menyusu, mual, muntah, dan sebagainya.

Namun, jika perubahan feses yang bayi Anda alami terjadinya hanya sesekali tanpa disertai keluhan lain, besar kemungkinan kondisinya wajar, misalnya karena variasi kandungan ASI yang dikonsumsinya atau karena pemberian susu formula terlalu dini.

Baiknya, Anda tidak panik dulu menyikapi hal ini. Agar kondisi bayi Anda membaik, lakukanlah dulu beberapa tips berikut:

Susui bayi Anda hanya ASI hingga usianya genap 6 bulan, jangan dulu diberi tambahan susu, makanan, dan minuman lain tanpa saran dokter
Sebelum dan setelah menyusui bayi, bersihkan selalu payudara Anda dan rongga mulut bayi Anda
Rajin memandikan bayi dan mencuci tangannya agar bersih
Jaga juga lingkungan sekitar bayi agar bersih
Selama menyusui bayi, pastikan Anda hanya mengkonsumsi variasi makanan dan minuman yang sehat
Tidak terburu memberi bayi Anda obat atau herba
Akan tetapi, jika keluhan berulang terus, segeralah memeriksakan bayi Anda ke dokter ya..

Semoga membantu.",kesehatananak
"DOk anak saya umur 3 bulan sekarng pilek ketularan dr abangnya, apa ya dok obat pilek alami utk anak usia 3 bulan?","Pilek pada bayi dapat disebabkan oleh berbagai hal mulai dari alergi, infeksi hingga iritasi akibat polusi. Untuk mengatasi pilek pada bayi bisa ditangani secara mandiri seperti :

Pastikan bayi banyak istirahat
Pastikan bayi tidur dengan posisi yang tepat dimana kepala si kecil lebih tinggi dari tubuhnya dengan menggunakan bantal tambahan
Berikan ASI secara rutin
Gunakan alat penyedot ingus
Gunakan pelembab udara atau humidifer untuk menjaga kelembapan dan kualitas udara dalam kamar si kecil
Oleskan balsem khusus bayi
Untuk obat sebaiknya sebisa mungkin hindari dulu, biasanya pilek bisa sembuh sendiri yang penting jauhi anak dari orang yang sakit dan jahui dari asap rokok. Bawa anak ke dokter jika keluhan pilek tidak membaik lebih dari 2 minggu, sesak napas, tidak mau menyusu serta demam lebih dari 3 hari.

Semoga dapat membantu",kesehatananak
"Bayi saya umjur 4 bulan, biang keringat nya banyak, bintik bintik gt dok, apa ya dok sabun yg cocok utk mengobatinya?","Alo, terimakasih atas pertanyaannya.

Bintikbintik di tubuh bayi paling sering penyebabnya memang biang keringat (miliaria). Selain itu, keluhan ini mungkin juga muncul karena pencetus lain, misalnya infeksi kulit, eksim, dermatitis kontak, urtikaria, sun burn, erupsi obat, alergi makanan atau substansi lain, dan sebagainya.

Pada kebanyakan kasus, biang keringat bukanlah kondisi yang berbahaya. Anda bisa mengatasinya secara mandiri dengan:

Mandikan bayi setiap hari menggunakan air bersih dan mengalir
Pilih sabun mandi yang diformulasikan khusus untuk bayi, mengandung komposisi yang non iritatif dan hipoalergenik, misalnya glycerin, dehydroacetic acid, tetrasodium glutamate diacetate
Tidak berlebihan menggosok kulit bayi, tidak juga sembarangan memencet dan mengelupasi biang keringat di tubuhnya
Kompres dingin area kulit yang ditumbuhi biang keringat
Kenakan pada bayi pakaian yang longgar, bahannya breathable, dan juga bersih
Kondisikan lingkungan sekitar bayi agar baik sirkulasi udaranya
Tidak membiarkan bayi bertukar pakaian dan handuk dengan orang lain
Susui bayi ASI agar daya tahan tubuhnya kuat
Namun, jika keluhannya tampak bertambah parah atau membuat bayi Anda sangat tidak nyaman, sebaiknya periksakanlah ia langsung ke dokter ya..

Semoga membantu.",kesehatananak
"Dok anak saya usia 11 bulan sejak kemarin batuk, saya hanya kasih ASI aja, ada gak ya dok obat tradisional utk nyembuhin batuk anak saya?","
Batukbatuk pada bayi usia 11 bulan sebaiknya memang tidak langsung ditangani dengan obat. Sebab, pada kebanyakan kasus, batuk ini muncul karena reaksi alergi, iritasi, hingga infeksi virus yang ringan dan bisa sembuh sendiri asalkan daya tahan tubuh kuat dan ditangani dengan tepat. Beberapa langkah mandiri yang bisa Anda lakukan ialah:

Mandikan bayi dengan air hangat
Kondisikan lingkungan sekitar bayi agar tidak terlalu dingin, bersih, lancar sirkulasi udaranya, baik pencahayaannya, jauh dari debu, udara kering, polusi, dan hal yang membuatnya alergi
Gunakan air humidifier dan air purifier di sekitar bayi bila memungkinkan
Jauhkan bayi dari perokok dan orang yang sedang sakit menular
Seringsering menyusui bayi ASI
Beri juga bayi cukup air hangat dan makan MPASI yang bernutrisi tinggi, bertekstur lembut, berkuah hangat
Biarkan bayi banyak beristirahat di rumah, tidak dulu membawanya bepergian ke tempat umum tanpa alasan mendesak
Pastikan orang yang sering berkontak dengan bayi dalam kondisi bersih dan sehat
Namun, jika batuk tidak kunjung sembuh, apalagi disertai demam, dahak berlebih, mengi, sesak, muntah, dan keluhan lain yang berat, cobalah periksakan bayi Anda langsung ke dokter agar diberi penanganan lebih optimal ya.. Khawatirnya, batuknya tersebut muncul karena pencetus lain yang lebih serius, misalnya infeksi mikroorganisme yang berbahaya, asma, bronkhiolitis, bronkhitis, dan sebagainya.",kesehatananak
"Ijin bertanya dok, bayi saya masih berusia 20 hari, dia sering mengejan dan mengeram suara keras. apalagi klo d tidurkan. bukan cuma mau pup/ kentut tp dia selalu mengejan dulu beberapa menit sampai merah mukanya, apakah itu masih wajar? Terima kasih","Bayi yang sering mengejan dan mengeram hingga wajahnya kemerahan biasanya merupakan aktifitas dan ekspresi bayi yang wajar. Hal ini bisa terjadi saatbayi sedang buang angin, buang air besar atau kecil, mengubah posisi tubuhnya, atau sekadar meregangkan ototnya yang tegang.

Pada beberapa kasus, keluhan yang Anda sampaikan mungkin juga menandakan suatu penyakit, misalnya intoleransi laktosa, radang usus, gastroenteritis, alergi makanan, obstruksi usus, sindrom iritasi usus, infeksi saluran kemih, hernia, dan sebagainya. Jika hal ini pemicu keluhan bayi Anda, seringnya akan muncul juga beragam gejala lain yang menyertai, tergantung dari jenis penyakitnya.

Jika ingin dinilai lebih obyektif, Anda bisa memeriksakan bayi Anda ke dokter. Pada kasus yang diduga serius, dokter mungkin akan mengarahkan agar bayi Anda menjalani pemeriksaan rontgen, USG, tes feses, atau tes penunjang lain sebelum memberinya penanganan yang tepat.

Sementara ini, yang bisa Anda lakukan ialah:

Susui bayi Anda ASI sesuai kebutuhannya, jangan dulu diberi tambahan susu, makanan, dan minuman lain
Susui bayi secara teratur 12 jam sekali langsung dari payudara Anda, jangan dulu gunakan dot yang beraliran deras, jangan menunggu bayi terlalu lapar agar tidak menangis berlebihan saat menyusu
Posisikan kepala hingga dada bayi lebih tinggi dari perutnya saat menyusu
Selalu sendawakan bayi sehabis menyusu
Ajak aktif bergerak agar gas tidak menumpuk di saluran pencernaannya
Pijat lembut perut bayi secara memutar searah jarum jam dan gerakkan kakinya seperti sedang mengayuh sepeda dalam keadaan berbaring, agar ia bisa buang angin dan buang air lebih lancar
Semoga membantu ya..",kesehatananak
"Dok anak saya usia 3 bulan, asi langsung dari saya tp setelah minum malah gumoh dan dimuntahin dok, yg keluar asi kental, kenapa ya dok dan bagaimana cara mengatasinya?","
Gumoh seusai menyusu biasanya wajar dialami bayi dikarenakan banyaknya gas yang masuk ke dalam saluran pencernaannya, misalnya akibat menyusu terburuburu, aliran ASI yang terlalu deras, dan kurang disendawakan sehabis menyusu. Namun di samping itu, terkadang gumoh mungkin juga menandakan hal lain, misalnya alergi makanan atau minuman yang ibu konsumsi, intoleransi laktosa, gastroesophageal reflux disease, stenosis pilorus, gastroenteritis, gangguan hati atau saluran empedu, dan sebagainya.

Kondisi yang bayi Anda alami tersebut, jika terjadinya tidak terlalu sering, tidak juga membuatnya tampak lemas, jarang buang air kecil, diare, kolik, gelisah, kurang aktif, atau muncul keluhan lain yang berat, sebaiknya tidak dulu dicemaskan berlebihan.

Gumoh bisa diatasi dulu dengan:

Utamakan menyusui bayi langsung dari payudara, hindari penggunaan dot yang alirannya terlalu deras
Usahakan menyusui bayi secara teratur 12 jam sekali, jangan buat ia terlalu lapar atau menangis kencang agar tidak terburuburu menyusunya
Saat menyusui, posisikan kepala hingga dada bayi lebih tinggi ketimbang perutnya
Sehabis menyusui, sendawakan bayi setidaknya selama 510 menit, jangan langsung
Sebelum menyusui bayi, cuci dulu tangan Anda dengan sabun dan bersihkan juga payudara Anda serta rongga mulut bayi Anda
Selama menyusui, jaga pola makan dan minum Anda, usahakan mengkonsumsi realfood, hindari makanan ultraproses dan jajan sembarangan, batasi juga dairy product dan makanan lain yang berisiko membuat bayi alergi
Tidak memberi bayi tambahan susu, makanan dan minuman lain kecuali ASI sebelum usianya genap 6 bulan kecuali dengan rekomendasi dari dokter
Tidak memberi bayi sembarang obat atau herba
Sebaliknya, jika keluhan bayi Anda terus saja berulang sangat sering atau muncul tandatanda bahaya seperti yang telah kami sebutkan di atas, cobalah diperiksakan langsung ke dokter agar mendapat penanganan yang tepat ya..

Semoga membantu.",kesehatananak
"Pagi alodokter, dok bayi saya usia 4 bulan, wajahnya suka muncul biang keringat. kalau udaranya lagi panas n keringatnya berlebih, sekarang ini juga lagi biang keringat bintik2 merah. Dikasih obat apa ya dokter?","
Biang keringat terjadi karena adanya penyumbatan pada pori kulit sehingga keringat tidak bisa keluar. Biang keringat bisa menimbulkan keluhan berupa ruam merah dan bintik di kulit yang terasa gatal.

Pada bayi, pori kulit bayi masih kecil dan kelenjar keringat belum sempurna sehingga bayi rentan mengalami biang keringat. Untuk menangani biang keringat pada bayi, Anda bisa melakukan beberapa tips berikut ini:

Atur suhu ruangan agar lebih nyaman sehingga bayi tidak kepanasan
Bila bayi sangat berkeringat, mandikan bayi dan ganti bajunya
Berikan baju yang berbahan lembut, menyerap keringat, dan cukup longgar
Gunakan lotion calamin bila perlu
Untuk area wajah, Anda bisa menggunakan rash cream khusus bayi
Berikan ASI sesuai kebutuhan bayi
Potong kuku bayi agar tidak melukai kulit jika tidak sengaja menggaruk kulit yang gatal
Apabila biang keringat semkain berat hingga bayi Anda terganggu waktu tidurnya, Anda bisa memeriksakan bayi Anda ke dokter secara langsung supaya bisa dilakukan evaluasi dan diberikan penanganan yang lebih tepat ya.
",kesehatananak
